task_id,account_id,project_id,created_by_user_id,assignee_user_id,task_status,priority,has_blocker,created_at_utc,start_at_utc,due_at_utc,completed_at_utc
tsk_004725,acc_0045,prj_00270,usr_00545,usr_00545,backlog,low,False,2025-11-15 00:00:00+00:00,2025-11-17 00:00:00+00:00,2025-11-23 00:00:00+00:00,
tsk_004726,acc_0045,prj_00270,usr_00543,usr_00541,in_progress,low,False,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-02-06 00:00:00+00:00,
tsk_004727,acc_0045,prj_00270,usr_00541,usr_00543,in_progress,high,False,2025-11-15 00:00:00+00:00,2025-11-18 00:00:00+00:00,2025-12-08 00:00:00+00:00,
tsk_004728,acc_0045,prj_00270,usr_00544,usr_00545,backlog,critical,False,2026-01-03 00:00:00+00:00,2026-01-04 00:00:00+00:00,2026-01-15 00:00:00+00:00,
tsk_004729,acc_0045,prj_00270,usr_00544,usr_00541,in_progress,high,False,2025-12-24 00:00:00+00:00,2025-12-27 00:00:00+00:00,2026-01-02 00:00:00+00:00,
tsk_004730,acc_0045,prj_00270,usr_00545,usr_00544,done,high,False,2026-01-15 00:00:00+00:00,2026-01-17 00:00:00+00:00,2026-01-24 00:00:00+00:00,2026-02-11 00:00:00+00:00
tsk_004731,acc_0045,prj_00270,usr_00544,usr_00538,done,high,False,2025-12-30 00:00:00+00:00,2025-12-30 00:00:00+00:00,2026-01-13 00:00:00+00:00,2026-01-02 00:00:00+00:00
tsk_004732,acc_0045,prj_00270,usr_00545,usr_00539,done,low,True,2025-11-13 00:00:00+00:00,2025-11-16 00:00:00+00:00,2025-11-26 00:00:00+00:00,2026-01-05 00:00:00+00:00
tsk_004733,acc_0045,prj_00270,usr_00544,usr_00544,in_progress,high,False,2026-01-04 00:00:00+00:00,2026-01-07 00:00:00+00:00,2026-01-12 00:00:00+00:00,
tsk_004734,acc_0045,prj_00270,usr_00542,usr_00541,backlog,high,False,2025-12-27 00:00:00+00:00,2025-12-27 00:00:00+00:00,2026-01-05 00:00:00+00:00,
tsk_004735,acc_0045,prj_00270,usr_00544,usr_00542,in_progress,critical,False,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,2026-01-20 00:00:00+00:00,
tsk_004736,acc_0045,prj_00270,usr_00542,usr_00539,backlog,medium,False,2026-01-18 00:00:00+00:00,2026-01-19 00:00:00+00:00,2026-01-30 00:00:00+00:00,
tsk_004737,acc_0045,prj_00270,usr_00545,,backlog,low,True,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00,
tsk_004738,acc_0045,prj_00270,usr_00540,usr_00540,done,medium,False,2026-01-17 00:00:00+00:00,2026-01-17 00:00:00+00:00,2026-01-27 00:00:00+00:00,2026-02-07 00:00:00+00:00
tsk_004739,acc_0046,prj_00271,usr_00552,usr_00559,in_progress,medium,False,2026-02-03 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-14 00:00:00+00:00,
tsk_004740,acc_0046,prj_00271,usr_00559,usr_00549,in_progress,high,False,2026-02-04 00:00:00+00:00,2026-02-06 00:00:00+00:00,2026-02-24 00:00:00+00:00,
tsk_004741,acc_0046,prj_00271,usr_00552,usr_00548,done,low,False,2026-02-04 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-14 00:00:00+00:00
tsk_004742,acc_0046,prj_00271,usr_00551,usr_00552,backlog,medium,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_004743,acc_0046,prj_00271,usr_00560,usr_00548,done,high,False,2026-02-18 00:00:00+00:00,2026-02-18 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-02-20 00:00:00+00:00
tsk_004744,acc_0046,prj_00271,usr_00555,usr_00560,in_progress,low,False,2026-02-23 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-16 00:00:00+00:00,
tsk_004745,acc_0046,prj_00271,usr_00551,usr_00549,done,high,False,2026-02-06 00:00:00+00:00,2026-02-08 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-02-21 00:00:00+00:00
tsk_004746,acc_0046,prj_00271,usr_00560,usr_00554,done,high,False,2026-02-22 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_004747,acc_0046,prj_00271,usr_00560,usr_00558,backlog,medium,False,2026-02-13 00:00:00+00:00,2026-02-14 00:00:00+00:00,2026-02-21 00:00:00+00:00,
tsk_004748,acc_0046,prj_00271,usr_00557,,done,medium,False,2026-02-07 00:00:00+00:00,2026-02-08 00:00:00+00:00,2026-02-20 00:00:00+00:00,2026-02-12 00:00:00+00:00
tsk_004749,acc_0046,prj_00271,usr_00556,usr_00549,done,high,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-03 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_004750,acc_0046,prj_00271,usr_00548,usr_00552,in_progress,medium,False,2026-02-10 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-03-04 00:00:00+00:00,
tsk_004751,acc_0046,prj_00271,usr_00552,usr_00553,in_progress,medium,False,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-04 00:00:00+00:00,
tsk_004752,acc_0046,prj_00271,usr_00552,usr_00550,backlog,high,False,2026-02-03 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-02-08 00:00:00+00:00,
tsk_004753,acc_0046,prj_00271,usr_00548,usr_00557,done,high,False,2026-02-21 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_004754,acc_0046,prj_00271,usr_00547,usr_00550,backlog,low,False,2026-02-09 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-15 00:00:00+00:00,
tsk_004755,acc_0046,prj_00271,usr_00558,usr_00549,in_progress,low,False,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-14 00:00:00+00:00,
tsk_004756,acc_0046,prj_00271,usr_00548,usr_00558,done,low,True,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_004757,acc_0046,prj_00271,usr_00553,usr_00553,done,medium,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-04 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_004758,acc_0046,prj_00271,usr_00548,usr_00549,in_progress,medium,False,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-09 00:00:00+00:00,
tsk_004759,acc_0046,prj_00271,usr_00558,usr_00549,done,medium,False,2026-02-18 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-02-23 00:00:00+00:00
tsk_004760,acc_0046,prj_00271,usr_00550,usr_00555,cancelled,low,False,2026-02-14 00:00:00+00:00,2026-02-14 00:00:00+00:00,2026-02-26 00:00:00+00:00,
tsk_004761,acc_0046,prj_00271,usr_00559,usr_00551,backlog,medium,False,2026-02-20 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-07-30 00:00:00+00:00,
tsk_004762,acc_0046,prj_00271,usr_00549,usr_00548,cancelled,high,False,2026-02-04 00:00:00+00:00,2026-02-07 00:00:00+00:00,2026-02-21 00:00:00+00:00,
tsk_004763,acc_0046,prj_00272,usr_00559,usr_00550,blocked,medium,True,2025-09-30 00:00:00+00:00,2025-09-30 00:00:00+00:00,2025-10-07 00:00:00+00:00,
tsk_004764,acc_0046,prj_00272,usr_00551,usr_00553,cancelled,medium,False,2026-01-29 00:00:00+00:00,2026-02-01 00:00:00+00:00,2026-02-11 00:00:00+00:00,
tsk_004765,acc_0046,prj_00272,usr_00557,usr_00557,backlog,medium,False,2026-02-23 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_004766,acc_0046,prj_00272,usr_00550,usr_00549,cancelled,low,True,2025-11-30 00:00:00+00:00,2025-12-01 00:00:00+00:00,2025-12-19 00:00:00+00:00,
tsk_004767,acc_0046,prj_00272,usr_00557,usr_00556,in_progress,low,False,2026-02-19 00:00:00+00:00,2026-02-19 00:00:00+00:00,2026-03-10 00:00:00+00:00,
tsk_004768,acc_0046,prj_00272,usr_00551,usr_00560,in_progress,medium,False,2025-11-28 00:00:00+00:00,2025-11-28 00:00:00+00:00,2025-12-11 00:00:00+00:00,
tsk_004769,acc_0046,prj_00272,usr_00556,usr_00558,in_progress,low,False,2026-02-07 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_004770,acc_0046,prj_00272,usr_00547,usr_00554,backlog,high,False,2026-01-02 00:00:00+00:00,2026-01-03 00:00:00+00:00,2026-01-18 00:00:00+00:00,
tsk_004771,acc_0046,prj_00272,usr_00558,usr_00552,in_progress,low,False,2025-11-27 00:00:00+00:00,2025-11-28 00:00:00+00:00,2025-12-06 00:00:00+00:00,
tsk_004772,acc_0046,prj_00272,usr_00550,usr_00549,in_progress,medium,False,2026-02-01 00:00:00+00:00,2026-02-03 00:00:00+00:00,2026-02-08 00:00:00+00:00,
tsk_004773,acc_0046,prj_00272,usr_00559,usr_00556,done,medium,False,2025-10-17 00:00:00+00:00,2025-10-17 00:00:00+00:00,2025-10-31 00:00:00+00:00,2025-11-30 00:00:00+00:00
tsk_004774,acc_0046,prj_00272,usr_00557,usr_00553,done,medium,False,2025-11-12 00:00:00+00:00,2025-11-13 00:00:00+00:00,2025-11-24 00:00:00+00:00,2026-02-11 00:00:00+00:00
tsk_004775,acc_0046,prj_00272,usr_00557,usr_00550,in_progress,high,False,2025-12-23 00:00:00+00:00,2025-12-23 00:00:00+00:00,2025-12-30 00:00:00+00:00,
tsk_004776,acc_0046,prj_00272,usr_00546,usr_00558,blocked,medium,True,2026-01-25 00:00:00+00:00,2026-01-25 00:00:00+00:00,2026-01-31 00:00:00+00:00,
tsk_004777,acc_0046,prj_00272,usr_00548,usr_00557,backlog,critical,False,2025-09-25 00:00:00+00:00,2025-09-27 00:00:00+00:00,2025-10-02 00:00:00+00:00,
tsk_004778,acc_0046,prj_00272,usr_00547,usr_00557,in_progress,medium,False,2025-12-30 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-11 00:00:00+00:00,
tsk_004779,acc_0046,prj_00272,usr_00555,usr_00549,in_progress,medium,False,2025-10-01 00:00:00+00:00,2025-10-03 00:00:00+00:00,2025-10-06 00:00:00+00:00,
tsk_004780,acc_0046,prj_00272,usr_00557,usr_00557,backlog,medium,False,2025-11-25 00:00:00+00:00,2025-11-28 00:00:00+00:00,2025-12-02 00:00:00+00:00,
tsk_004781,acc_0046,prj_00272,usr_00547,usr_00549,in_progress,medium,False,2025-11-05 00:00:00+00:00,2025-11-07 00:00:00+00:00,2025-11-18 00:00:00+00:00,
tsk_004782,acc_0046,prj_00272,usr_00560,usr_00549,in_progress,low,False,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,2025-12-17 00:00:00+00:00,
tsk_004783,acc_0046,prj_00272,usr_00550,usr_00546,done,high,True,2025-10-09 00:00:00+00:00,2025-10-09 00:00:00+00:00,2025-10-25 00:00:00+00:00,2026-01-24 00:00:00+00:00
tsk_004784,acc_0046,prj_00272,usr_00547,usr_00556,in_progress,medium,False,2026-01-28 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-02-19 00:00:00+00:00,
tsk_004785,acc_0046,prj_00272,usr_00555,usr_00559,in_progress,low,False,2025-12-09 00:00:00+00:00,2025-12-09 00:00:00+00:00,2025-12-30 00:00:00+00:00,
tsk_004786,acc_0046,prj_00272,usr_00553,usr_00546,done,high,False,2025-12-24 00:00:00+00:00,2025-12-27 00:00:00+00:00,2026-01-08 00:00:00+00:00,2026-02-20 00:00:00+00:00
tsk_004787,acc_0046,prj_00272,usr_00554,usr_00558,done,medium,False,2026-01-22 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-02-08 00:00:00+00:00,2026-02-03 00:00:00+00:00
tsk_004788,acc_0046,prj_00273,usr_00549,usr_00548,backlog,low,False,2026-02-07 00:00:00+00:00,2026-02-08 00:00:00+00:00,2026-02-16 00:00:00+00:00,
tsk_004789,acc_0046,prj_00273,usr_00559,usr_00560,done,medium,False,2026-01-16 00:00:00+00:00,2026-01-16 00:00:00+00:00,2026-01-25 00:00:00+00:00,2026-01-21 00:00:00+00:00
tsk_004790,acc_0046,prj_00273,usr_00560,usr_00546,in_progress,high,False,2025-12-28 00:00:00+00:00,2025-12-28 00:00:00+00:00,2026-01-13 00:00:00+00:00,
tsk_004791,acc_0046,prj_00273,usr_00550,usr_00548,done,low,False,2026-02-14 00:00:00+00:00,2026-02-15 00:00:00+00:00,2026-03-08 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_004792,acc_0046,prj_00273,usr_00557,usr_00551,backlog,high,False,2025-11-20 00:00:00+00:00,2025-11-22 00:00:00+00:00,2025-11-28 00:00:00+00:00,
tsk_004793,acc_0046,prj_00273,usr_00559,usr_00560,backlog,medium,False,2025-11-21 00:00:00+00:00,2025-11-24 00:00:00+00:00,2025-12-15 00:00:00+00:00,
tsk_004794,acc_0046,prj_00273,usr_00560,usr_00550,in_progress,high,False,2025-11-17 00:00:00+00:00,2025-11-19 00:00:00+00:00,2025-11-23 00:00:00+00:00,
tsk_004795,acc_0046,prj_00273,usr_00558,usr_00557,in_progress,medium,False,2025-11-10 00:00:00+00:00,2025-11-10 00:00:00+00:00,2025-11-16 00:00:00+00:00,
tsk_004796,acc_0046,prj_00273,usr_00551,usr_00554,in_progress,high,False,2026-01-27 00:00:00+00:00,2026-01-28 00:00:00+00:00,2026-02-05 00:00:00+00:00,
tsk_004797,acc_0046,prj_00273,usr_00559,usr_00547,blocked,medium,True,2025-11-17 00:00:00+00:00,2025-11-17 00:00:00+00:00,2025-12-07 00:00:00+00:00,
tsk_004798,acc_0046,prj_00273,usr_00558,usr_00557,backlog,high,False,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,2025-12-30 00:00:00+00:00,
tsk_004799,acc_0046,prj_00273,usr_00553,usr_00559,backlog,high,False,2026-02-01 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_004800,acc_0046,prj_00273,usr_00555,usr_00548,cancelled,medium,False,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-01-29 00:00:00+00:00,
tsk_004801,acc_0046,prj_00273,usr_00547,usr_00557,done,high,False,2025-11-19 00:00:00+00:00,2025-11-22 00:00:00+00:00,2025-11-29 00:00:00+00:00,2025-12-10 00:00:00+00:00
tsk_004802,acc_0046,prj_00273,usr_00556,usr_00546,blocked,high,True,2025-12-08 00:00:00+00:00,2025-12-10 00:00:00+00:00,2025-12-15 00:00:00+00:00,
tsk_004803,acc_0046,prj_00273,usr_00546,usr_00557,in_progress,low,False,2026-01-09 00:00:00+00:00,2026-01-12 00:00:00+00:00,2026-01-25 00:00:00+00:00,
tsk_004804,acc_0046,prj_00273,usr_00549,usr_00548,in_progress,medium,False,2026-01-05 00:00:00+00:00,2026-01-07 00:00:00+00:00,2026-01-13 00:00:00+00:00,
tsk_004805,acc_0046,prj_00273,usr_00557,usr_00555,backlog,low,False,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,2025-12-27 00:00:00+00:00,
tsk_004806,acc_0046,prj_00274,usr_00560,usr_00556,in_progress,high,False,2026-02-01 00:00:00+00:00,2026-02-01 00:00:00+00:00,2026-02-20 00:00:00+00:00,
tsk_004807,acc_0046,prj_00274,usr_00547,usr_00554,backlog,high,False,2026-01-10 00:00:00+00:00,2026-01-13 00:00:00+00:00,2026-01-23 00:00:00+00:00,
tsk_004808,acc_0046,prj_00274,usr_00550,usr_00553,in_progress,medium,False,2026-01-02 00:00:00+00:00,2026-01-05 00:00:00+00:00,2026-01-09 00:00:00+00:00,
tsk_004809,acc_0046,prj_00274,usr_00552,usr_00557,in_progress,medium,False,2026-02-15 00:00:00+00:00,2026-02-16 00:00:00+00:00,2026-03-04 00:00:00+00:00,
tsk_004810,acc_0046,prj_00274,usr_00560,usr_00555,backlog,medium,False,2026-01-21 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00,
tsk_004811,acc_0046,prj_00274,usr_00557,usr_00556,in_progress,low,False,2026-02-18 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-06 00:00:00+00:00,
tsk_004812,acc_0046,prj_00274,usr_00552,usr_00548,in_progress,medium,False,2025-12-26 00:00:00+00:00,2025-12-26 00:00:00+00:00,2025-12-29 00:00:00+00:00,
tsk_004813,acc_0046,prj_00274,usr_00557,usr_00556,in_progress,high,False,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-01-29 00:00:00+00:00,
tsk_004814,acc_0046,prj_00274,usr_00557,usr_00559,backlog,medium,True,2026-01-19 00:00:00+00:00,2026-01-21 00:00:00+00:00,2026-02-09 00:00:00+00:00,
tsk_004815,acc_0046,prj_00274,usr_00550,usr_00560,in_progress,medium,False,2026-01-16 00:00:00+00:00,2026-01-17 00:00:00+00:00,2026-02-03 00:00:00+00:00,
tsk_004816,acc_0046,prj_00274,usr_00557,usr_00557,backlog,medium,False,2026-02-06 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-12 00:00:00+00:00,
tsk_004817,acc_0046,prj_00274,usr_00547,usr_00550,in_progress,high,False,2026-02-19 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_004818,acc_0046,prj_00274,usr_00553,usr_00550,cancelled,medium,False,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-02-06 00:00:00+00:00,
tsk_004819,acc_0046,prj_00274,usr_00555,usr_00548,done,medium,False,2026-01-09 00:00:00+00:00,2026-01-12 00:00:00+00:00,2026-01-18 00:00:00+00:00,2026-01-17 00:00:00+00:00
tsk_004820,acc_0046,prj_00274,usr_00553,usr_00551,in_progress,medium,False,2025-12-23 00:00:00+00:00,2025-12-26 00:00:00+00:00,2026-01-01 00:00:00+00:00,
tsk_004821,acc_0046,prj_00274,usr_00546,usr_00549,in_progress,medium,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-15 00:00:00+00:00,
tsk_004822,acc_0046,prj_00274,usr_00554,,done,medium,False,2025-12-20 00:00:00+00:00,2025-12-20 00:00:00+00:00,2026-01-05 00:00:00+00:00,2026-01-13 00:00:00+00:00
tsk_004823,acc_0046,prj_00275,usr_00548,usr_00555,backlog,critical,False,2025-11-14 00:00:00+00:00,2025-11-15 00:00:00+00:00,2025-12-05 00:00:00+00:00,
tsk_004824,acc_0046,prj_00275,usr_00553,usr_00555,blocked,critical,True,2025-10-29 00:00:00+00:00,2025-10-29 00:00:00+00:00,2025-11-02 00:00:00+00:00,
tsk_004825,acc_0046,prj_00275,usr_00549,usr_00552,backlog,low,False,2026-01-17 00:00:00+00:00,2026-01-20 00:00:00+00:00,2026-01-31 00:00:00+00:00,
tsk_004826,acc_0046,prj_00275,usr_00548,usr_00555,in_progress,medium,False,2026-01-20 00:00:00+00:00,2026-01-21 00:00:00+00:00,2026-02-05 00:00:00+00:00,
tsk_004827,acc_0046,prj_00275,usr_00559,usr_00550,backlog,medium,False,2026-01-21 00:00:00+00:00,2026-01-24 00:00:00+00:00,2026-02-12 00:00:00+00:00,
tsk_004828,acc_0046,prj_00275,usr_00555,usr_00546,in_progress,medium,False,2026-02-10 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-25 00:00:00+00:00,
tsk_004829,acc_0046,prj_00275,usr_00550,usr_00560,done,low,False,2025-10-19 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-11-03 00:00:00+00:00,2025-11-07 00:00:00+00:00
tsk_004830,acc_0046,prj_00275,usr_00551,usr_00555,in_progress,low,False,2026-02-03 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-02-12 00:00:00+00:00,
tsk_004831,acc_0046,prj_00275,usr_00546,usr_00553,backlog,medium,False,2025-10-29 00:00:00+00:00,2025-11-01 00:00:00+00:00,2025-11-18 00:00:00+00:00,
tsk_004832,acc_0046,prj_00275,usr_00548,usr_00554,backlog,high,False,2025-12-31 00:00:00+00:00,2026-01-03 00:00:00+00:00,2026-01-13 00:00:00+00:00,
tsk_004833,acc_0046,prj_00275,usr_00557,usr_00549,backlog,high,False,2026-01-23 00:00:00+00:00,2026-01-24 00:00:00+00:00,2026-02-02 00:00:00+00:00,
tsk_004834,acc_0046,prj_00275,usr_00550,usr_00554,backlog,low,False,2025-11-19 00:00:00+00:00,2025-11-22 00:00:00+00:00,2025-12-09 00:00:00+00:00,
tsk_004835,acc_0046,prj_00275,usr_00553,usr_00549,done,high,False,2026-02-09 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-02-18 00:00:00+00:00
tsk_004836,acc_0046,prj_00275,usr_00550,usr_00559,in_progress,high,False,2025-11-27 00:00:00+00:00,2025-11-27 00:00:00+00:00,2025-12-13 00:00:00+00:00,
tsk_004837,acc_0046,prj_00275,usr_00548,usr_00558,done,medium,False,2026-02-12 00:00:00+00:00,2026-02-15 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-02-23 00:00:00+00:00
tsk_004838,acc_0046,prj_00275,usr_00546,usr_00546,in_progress,medium,False,2025-12-09 00:00:00+00:00,2025-12-12 00:00:00+00:00,2025-12-28 00:00:00+00:00,
tsk_004839,acc_0046,prj_00275,usr_00553,usr_00548,in_progress,medium,False,2025-11-29 00:00:00+00:00,2025-12-02 00:00:00+00:00,2025-12-07 00:00:00+00:00,
tsk_004840,acc_0046,prj_00275,usr_00551,usr_00548,done,high,False,2025-11-20 00:00:00+00:00,2025-11-23 00:00:00+00:00,2025-12-06 00:00:00+00:00,2025-12-22 00:00:00+00:00
tsk_004841,acc_0046,prj_00275,usr_00549,usr_00547,backlog,high,False,2025-11-23 00:00:00+00:00,2025-11-24 00:00:00+00:00,2025-12-15 00:00:00+00:00,
tsk_004842,acc_0046,prj_00275,usr_00546,usr_00552,in_progress,medium,False,2026-01-16 00:00:00+00:00,2026-01-18 00:00:00+00:00,2026-01-22 00:00:00+00:00,
tsk_004843,acc_0046,prj_00275,usr_00552,usr_00555,backlog,high,False,2025-11-05 00:00:00+00:00,2025-11-06 00:00:00+00:00,2025-11-25 00:00:00+00:00,
tsk_004844,acc_0046,prj_00276,usr_00556,usr_00549,in_progress,medium,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-19 00:00:00+00:00,
tsk_004845,acc_0046,prj_00276,usr_00557,usr_00548,in_progress,low,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-05 00:00:00+00:00,
tsk_004846,acc_0046,prj_00276,usr_00559,usr_00552,in_progress,high,False,2026-02-22 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-03 00:00:00+00:00,
tsk_004847,acc_0046,prj_00276,usr_00551,usr_00553,in_progress,medium,False,2026-02-22 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-03-14 00:00:00+00:00,
tsk_004848,acc_0046,prj_00276,usr_00549,usr_00556,backlog,medium,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-19 00:00:00+00:00,
tsk_004849,acc_0046,prj_00276,usr_00547,usr_00552,backlog,medium,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-14 00:00:00+00:00,
tsk_004850,acc_0046,prj_00276,usr_00556,usr_00554,in_progress,medium,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-16 00:00:00+00:00,
tsk_004851,acc_0046,prj_00276,usr_00557,usr_00555,cancelled,medium,False,2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-28 00:00:00+00:00,
tsk_004852,acc_0046,prj_00276,usr_00548,usr_00546,done,medium,False,2026-02-22 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_004853,acc_0046,prj_00276,usr_00551,usr_00556,in_progress,high,False,2026-02-23 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_004854,acc_0046,prj_00276,usr_00548,usr_00559,in_progress,medium,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-15 00:00:00+00:00,
tsk_004855,acc_0046,prj_00276,usr_00549,usr_00551,in_progress,medium,False,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-01 00:00:00+00:00,
tsk_004856,acc_0046,prj_00276,usr_00557,usr_00551,in_progress,high,False,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_004857,acc_0046,prj_00276,usr_00550,usr_00548,done,medium,False,2026-02-22 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-03 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_004858,acc_0046,prj_00276,usr_00548,usr_00558,backlog,medium,True,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-03 00:00:00+00:00,
tsk_004859,acc_0046,prj_00276,usr_00556,usr_00548,in_progress,high,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-14 00:00:00+00:00,
tsk_004860,acc_0046,prj_00276,usr_00560,usr_00552,in_progress,high,False,2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-12 00:00:00+00:00,
tsk_004861,acc_0046,prj_00276,usr_00557,usr_00552,in_progress,high,False,2026-02-22 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_004862,acc_0046,prj_00276,usr_00560,usr_00560,done,high,True,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_004863,acc_0046,prj_00276,usr_00547,usr_00553,backlog,medium,True,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-01 00:00:00+00:00,
tsk_004864,acc_0046,prj_00276,usr_00547,usr_00555,in_progress,high,False,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-10 00:00:00+00:00,
tsk_004865,acc_0046,prj_00277,usr_00550,usr_00554,backlog,high,False,2026-02-09 00:00:00+00:00,2026-02-10 00:00:00+00:00,2026-02-25 00:00:00+00:00,
tsk_004866,acc_0046,prj_00277,usr_00560,usr_00552,backlog,high,False,2026-02-24 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-10 00:00:00+00:00,
tsk_004867,acc_0046,prj_00277,usr_00549,usr_00551,cancelled,medium,False,2026-02-22 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-02-26 00:00:00+00:00,
tsk_004868,acc_0046,prj_00277,usr_00550,,in_progress,medium,False,2026-02-15 00:00:00+00:00,2026-02-16 00:00:00+00:00,2026-03-06 00:00:00+00:00,
tsk_004869,acc_0046,prj_00277,usr_00559,usr_00560,in_progress,low,False,2026-02-12 00:00:00+00:00,2026-02-15 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_004870,acc_0046,prj_00277,usr_00559,usr_00555,done,medium,False,2026-02-15 00:00:00+00:00,2026-02-16 00:00:00+00:00,2026-02-27 00:00:00+00:00,2026-02-21 00:00:00+00:00
